entity,tweet_author,sentiment
(),NEWSRELEA.SE,neutral
(),PR TIMESビジネス,neutral
#AI # #,コロナ vs. AI 最新テクノロジーで感染症に挑む【書籍】,neutral
(),PR TIMESニュース,neutral
(),WMR Tokyo - スタートアップ,neutral
CLL,Colin Cesvette,neutral
CLL Learn_#bloodcancerawareness #,What's up dearie?,positive
(),BiotechBioPharma,negative
CADTH,CADTH,neutral
(),BiotechBioPharma,neutral
CLL_SLL_Learn_#,melissa weintraub,neutral
CLL_SLL_Learn_#,HEATHER | Pink Ninja Blogger,neutral
CLL_SLL_Learn_#,Garf,neutral
CLL_SLL_@CALQUENCE,Your Helpful Wendy,positive
(),Financial Carnivores,negative
(),Financial Carnivores,neutral
CLL_CLL_#,My Life is a Journey🇨🇴😷,positive
AstraZeneca_Chronic Lymphocytic LeukaemiaRelated,Quant Data,positive
(),Swedish Biotech,negative
(),いつも悩んでる人,neutral
(),Swedish Biotech,neutral
CURE &_first_November,CURE Magazine,positive
CLL_CLL_#,Wrapped Up N U,positive
CLL_CLL_#,pamelamaynard,positive
CLL_CLL_#,SensiblySara,positive
CLL_CLL_#,The Frugal Navy Wife,positive
CLL_CLL_#,Christine | The Growing Creatives,positive
#COVIDRelated Respiratory Symptoms,OncLive.com,negative
(),DCapdepon,neutral
(),Medical Tribune《公式》,neutral
CLL_CLL_#,The Zamp Camp,positive
CLL_CLL_#,Lori Felix,positive
CLL Treatment Research Final_ASCEND_CLL_CLL #,Michele Nadeem-Baker,neutral
CLL_CLL_#,niecyisms by CLC Studios,positive
CLL_SLL_Learn_#,Liz Cleland,neutral
CLL_CLL_#,TheYumYumFoodie,positive
CLL_SLL_Learn_#,Susie's Reviews,neutral
CLL_CLL_#,Amanda Taylor,positive
CLL Learn_#bloodcancerawareness #,Anne-Marie @ This Mama Cooks! On a Diet,positive
CLL_CLL_#,Shelly Belly,positive
CLL Learn_#bloodcancerawareness #,MissingLynxx,positive
(),CISMeF Quoi de neuf,neutral
CLL_CLL_#,Krystal 👩🏻‍💻,positive
(),BiopharmaAsia,neutral
CalquenceREU,薬剤師ニュース配信くん,neutral
Oncology News Australia,Oncology News Australia,negative
(),NEWSRELEA.SE,neutral
(),JPubb 日本企業 リリース 医薬品,neutral
(),a watcher,neutral
(),PR TIMESビジネス,neutral
CLL_CLL_#,Kaila Yu,positive
(),PR TIMESニュース,neutral
CalquenceREU,WMR Tokyo - スタートアップ,neutral
CLL_CLL_#,Olivia Douglass,positive
CLL_SLL_Learn_#,Susie's Reviews,neutral
CLL_SLL_Learn_#,Trendy Cyndie Reviewz & Newz,neutral
CLL_CLL_#,Momma Lew - Food and Fun by Reesa Lewandowski,positive
CLL Learn_#bloodcancerawareness #,Jessica,positive
CLL_SLL_Learn_#,Tara Pittman,neutral
NewTrip p deletion,Trip Database,neutral
BioSpace,Vikesh Gudka,neutral
AZBTKCalquenceBTKILEli LillyRegeneronAZ#_Covid,Evaluate Japan,neutral
(),CarnivoresHealth,negative
(),CarnivoresHealth,neutral
two_ASCEND_leusc,OncLive.com,neutral
(),ECAM Norway,negative
NOVITA_Newsletter Xagena di Medicina_Ematologia_Medicina_OncoEmatologia_Xagena_Farmacia,Carlo Franzini,neutral
November_Jeff Sharman_Jim_Jim_Learn more &,CURE Magazine,neutral
(),Kaushik A.Sejpal,neutral
MedLancr,Official Page of MonkeyViral.com,negative
CALAVI Phase II Trials Calquence_Reduce Mortality,PILOTforPULMONARY,negative
(),EL GLOBAL,neutral
(),Kari Tikkinen,positive
BioPharma Dive,Pharma Top News,negative
Costco_Coronavirus Study_Fintech Zoom_Fintech,FintechZoom,negative
la vacuna de_contra_Leucemia_crónica la,Ester Hernández,neutral
los pacientes_linfocítica crónica_#_OncoReporte,ecancer en español,neutral
CLL_#,Journal of the @NCCN,neutral
#_#pharma #therapeutics #,European Pharmaceutical Review,negative
(),Carlo Centemeri,negative
Modified VRCAP_First Line Therapy for the Treatment of TransplantEligible Patients With Mantle Cell Lymphoma_#,Paperbirds_Hematology,neutral
Calquence AstraZeneca_linfocítica crónica,Salvador S,neutral
(),Sortiraparis,neutral
(),Laurent Pradal,neutral
(),cafepharma,negative
(),Pharmaceutical,neutral
One,Serena Tinari,positive
#COVID#pharmas #_ElonMusk_healthcare,Pharma Prime Time,negative
para el tratamiento de_linfocítica crónica,Miguel Angel Grullon C.,neutral
koronavirüs hastalarının_kan_Calquence,Sosyal Medya,neutral
BTK_al,@investigando,neutral
CLL,OncLive SOSS,negative
(),BioCalifornia,neutral
#_ARD_NP,Helen Ong,neutral
MedNews,Lyke Lyfe,negative
Coronavirus Study,Takehiko Yoshino,neutral
(),Brainstormer 🇳🇱🇳🇱,neutral
EU_gekeurd_Calquence Astrazenica,Brainstormer 🇳🇱🇳🇱,neutral
The European Union_BTK_@MyUniSR,OncLive.com,neutral
(),Pharmaceutical Market Europe,neutral
Meet its Primary Endpoint,PHARMABOX.IN,neutral
(),Christina H,neutral
(),FiercePharma,negative
Coronavirus Study,Nikita,neutral
AZN AstraZeneca s Calquence Fails_BioSpace,Biotech & Tech Stock Focus,neutral
Calquence,MAISA,positive
FiercePharma,R Mandy Alcuria,negative
today_Calquence,Ronald M. Chavin,negative
(),Continental Clinical,negative
today_Covid_the White House,Endpoints News,negative
(),WebWire,neutral
el posicionamiento de #,Infectotuits,neutral
(),ZdravMedInfo,neutral
ilaç şirketi_AstraZeneca_kan kanseri_kullanılan Calquence_korona virüs tedavisinde başarısız,Koronavirüs Haber ☣️,neutral
Calquence,maybeawriter,negative
koronavirüs hastalarının_kan_Calquence,Siber Gazete,neutral
BioSpace,Kevin Paul Oge,neutral
#_#marketing #_#healthcare #_#pharma #,Dr Timos Papagatsias,neutral
(),NewExpressNews,neutral
AZN AstraZeneca_CALAVI Phase II,Briefing.com,neutral
Moderna_FiercePharma,"Synergy Healthcare, LLC",neutral
Calquence AstraZeneca_linfocítica crónica,Fuerza/Fuerza,neutral
Calquence @AstraZeneca_linfocítica crónica,Redacción Médica,neutral
Kristin Jensen_RHHBY,Ben Fidler,negative
(),Lu Chen #nobias,negative
(),PHARMABOX.IN,neutral
(),前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,negative
BTK,Nathan Vardi,negative
AstraZeneca_kan kanseri_Calquence,HABER3.com 🇹🇷,neutral
FDA_Medicago_GSK_first_PhII III,Endpoints News,neutral
(),****,positive
çıktı#Kovid,ABC Gazetesi,neutral
FDA_AstraZeneca_Calquence   &gt &gt &gt_#_#pharma #productmarketing #_healthcare,Dr Timos Papagatsias,neutral
(),Leonid Schneider,negative
(),Mr. Rama Vs. Comics,negative
(),Imran Iftikhar,negative
(),Anand C. Patel,negative
Biotech_#pharmaceuticals s_FPRX_Calquence,Allison Gatlin,negative
(),bioinvest.io,neutral
COVID  Small Molecules,mednetnews,neutral
#,Jon Angelo,negative
AZN %_CALAVI Phase II,Briefing.com,neutral
(),Новости GMP,neutral
(),CDE News,negative
(),Company News HQ,neutral
Meet its Primary Endpoint,PharmaShots - Incisive news in 3 shots,neutral
(),Terra,neutral
AZN AstraZeneca_CALAVI Phase II,Briefing.com,neutral
AstraZeneca,The Medical Ed Cons.,negative
AZNAstraZeneca NASDAQAZN_Phase II_BTK_BSC,Soumyajyoti Biswas,neutral
SFBN Feed Covid_AstraZeneca_Covid_Biotech,San Francisco Biotechnology Network,neutral
(),Daniel J Drucker,negative
AstraZeneca,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,neutral
AstraZeneca,Endpoints News,neutral
(),CHItraders,neutral
(),PressReleasePoint,neutral
(),Gordon Gekko,neutral
(),Breaking News,neutral
AstraZeneca,Market Intelligence: Healthcare,negative
AstraZeneca qui échoue,Nicolas Viudez,neutral
AZN Announced Calavi Phase Ii Trials for Calquence in Patients Hospitalised With Respiratory Symptoms of Covid Did Not Meet Primary Endpoint,CHItraders,neutral
(),Quant Data,neutral
AZN,FirstWord Pharma,negative
(),Al Arabiya English,negative
Calquence_Covid,Bloomberg Australia,negative
El fármaco_la leucemia calquence desarrollado,Economía Digital,neutral
Calquence_Covid,Bloomberg,negative
AZN,Nel Sestayo,negative
BioToday AstraZenecaBTKCalquenceCOVID,Healthcare,neutral
AstraZeneca Plc_Thursday_FinancialPersonal,@Easy_Branches #guestpostingservices,negative
Covid,M,neutral
(),前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,neutral
(),Cision News,neutral
#leucemia linfatica cronica #_EU_dimostrato un,Ritrattodellasalute,neutral
The European Commission,LARVOL,neutral
TUMORI_LA_#_#_#,I Malati Invisibili,neutral
EU_#ChronicLymphocyticLeukaemia $AZN,1stOncology,neutral
EU_CLL,Chris Manfuso,neutral
LA CE_aprobó el inhibidor_BTK_la leucemia linfocítica crónica_como el_Combinado_el riesgo de progresión de enfermedad,@investigando,neutral
Europe_CLL,Benlazar S.M Aminé,neutral
EU_CLL,David Ledger,neutral
Europe_Chronic Lymphocytic Leukemia,OncLive.com,neutral
One_BTK_CLL,Samir Sheth ☕,neutral
#_EU_Leukaemia,Plexus Ventures,neutral
Europa,Bls-D.Com,neutral
(),José Viurquis,neutral
pembrolizumab vs pembrolizumab &_UroToday &gt,UroToday.com,neutral
England_NICE_FCR_CLL,Blood Cancer Uncensored,neutral
Zdravilo Calquence_EU_zdravljenje kronične limfocitne_@ASTRAZENECAUK,Sporočila za javnost O-STA,neutral
EU,gRttwit,negative
Leucemia linfatica cronica_Europa_un_di nuova_prima_sia,Repubblica Salute,neutral
EU,BiopharmaAsia,negative
EU_CLL,PHARMABOX.IN,neutral
EU_CLL,Pharma Trader,neutral
EU_CLL,Iceberg Vision,neutral
EU_CLL,Everything Pharma,neutral
AMM_#Calquence #_dans la leucémie lymphoïde chronique_LLC,Theriaque_officiel,neutral
EU_CLL,PharmaCrowd,neutral
Europa,Salutedomani,neutral
Europa,saluteH24.com,neutral
Europa,Antonio Caperna,neutral
Europa,Derma News OK,neutral
Leucemia linfatica cronica #_Europa_termine nel_prima_nella malattia,Medinews,neutral
Europe_CLL_two,Lymphoma Hub,positive
EU_Chronic Lymphocytic Leukaemia,PHARMABOX.IN,neutral
EU_Chronic Lymphocytic Leukaemia,PharmaShots - Incisive news in 3 shots,neutral
L  month_Ibrutinib,Prashant Mehta,positive
CLL_US_CLL_#LatestAstrazenecaNewsNov #TreatmentforChronicLymphocyticLeukaemia #_TreatmentforCLL,Medicircle.in,neutral
EU,WebWire,neutral
WHO Solidarity_Remdesivir_ICMRNARI_Samiran Panda,Himani Chandna,positive
the European Union_EU_#healthcare #,HealthcarePRwire,negative
EU,IndustryPRwire,neutral
EU_FREE,LARVOL,negative
AZN AstraZeneca_EU,Briefing.com,neutral
Europe_CLL,Stocks tweets,neutral
Europe_CLL_AZN,FirstWord Pharma,neutral
EU,Company News HQ,neutral
European_CLL,The Pharma Letter,neutral
(),NonSell.com,neutral
Chronic Lymphocytic LeukaemiaRelated_AZN,Quant Data,negative
EU,Inara Bright,negative
Calquence_European Union_CCL_US,Mehrdad Yousefi,neutral
EU_Chronic Lymphocytic Leukaemia,WheelieDealer,neutral
#AstraZeneca s_Calquence_EU_CLL,GraniteShares Europe,neutral
BRIEFAstraZeneca_Calquence Approved_EU_CLL,EIN Presswire: EU Politics Newswire,neutral
EU,Golden Casino News,neutral
Pembrolizumab_Pembrolizumab_#bladdercancer #,Urology,neutral
(),Oncology,neutral
#_don_Safety Study Supports Acalabrutinib Alone_CLL_@EngIPM_Richard Furman_MD @RichardFurmanMD_PrecisionMedicine,WCM Englander Institute for Precision Medicine,neutral
One_Versus Zanubrutinib_Hematology,Aloysius Pendergast,neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
CALQUENCE_Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
Mantle Cell Lymphoma MCL,CALQUENCE® (acalabrutinib),neutral
#_PD %_#_lymsm_ASH,Toby Eyre,neutral
SakigakeDesignated HAE Med Berotralstat AZ Acalabrutinib Clear,MEDWAVE,neutral
CLL,OncLive SOSS,negative
CLL_BTK_Learn_Richard Furman_CLL_#_Ibrutinib,Michele Nadeem-Baker,neutral
Pembrolizumab_Pembrolizumab,Oncology,neutral
(),Urology,neutral
REMoDLA CI Andy Daviestrial_HDMTX_CNS_ASH_lymsm,Kate Cwynarski,positive
BTK_CLL_ASCEND,David Henry,neutral
Richard Furman_Bruton_BTK_zanubrutinib_CLL_lymsm,WCM Lymphoma,neutral
Science Global_BTK,とりさん@obsoleted,neutral
rituximab_lymsm,Lymphoma Papers,neutral
ICMR_WHO Solidarity,ThePrint Science,neutral
ICMR_WHO Solidarity,ThePrint Science,neutral
ICMR_WHO Solidarity,Shekhar Gupta,neutral
ICMR_WHO Solidarity,ThePrintIndia,neutral
Vergleich_Leukämie CLL,univadis,neutral
monoterapia,Univadis,positive
#leusm #_CLL,OncLive SOSS,neutral
months,Marty Fecarotta,neutral
World Health Organization,Medelis: OncologyCRO,negative
Covid Solidarity_CDSCO_ICMR_#_#covid #_#cdsco_#AstraZeneca #_#_#dexamethasone,Medical Dialogues,neutral
SakigakeDesignated HAE Med Berotralstat_PAFSC Review on Oct  A key,MEDWAVE,neutral
CLL_#lymsm #_lymphoma,Lymphoma Hub,neutral
the World Health Organization WHO_Covid,SunStar Cebu,negative
Interferon_solidarity,ꪀꪖ𝕛᭙ꪖ,neutral
Oct   @LLSusa &_Burd @LLSusa &_CLLsm_CCC,"Mike Thompson, MD, PhD, FASCO",neutral
n=_COVIDnCancer,COVID-19 and Cancer Consortium (CCC19) Registry,neutral
Pharma India_India,ENTIRE MARKET INFORMATION,neutral
BTK,日本がん対策新聞,neutral
SOLIDARITY_BTK_Potential candidatesMEDI IV Inj_AXL_UK_ACCORD,Antibiotic Steward🆔🦠Bassam Ghanem,neutral
India,ExpPharma,neutral
BTK,Thiago Carvalho,neutral
Two_SOLIDARITY_Gilead_two weeks_EU_@WHO,Julien Potet,neutral
Pharma India_India,zavingsin,neutral
(),CNN Philippines,negative
Pharma India_India,IIFLMarkets,neutral
Pharma India_India,TheUemployed,neutral
Maria Rosario Vergeire_Friday_the World Health Organization WHO,Doktor Net PH,negative
the World Health Organization WHO,Sun Star Pampanga,negative
World Health Organization,ABS-CBN News,positive
World Health Organization,ABS-CBN News Channel,positive
Pharma India_India_AstraZenecaPharma_Daycosecurities,Dayco India,neutral
Calquence_#astrazeneca #astrazenecas #acalabrutinibcapsules #_#,Medical Dialogues,neutral
(),Vikas kumar sharma,neutral
AstraZeneca Pharma_India_October #_#_india,FinReach,neutral
Pharma  Company_India_October,MADURAI TRADING ACADEMY,neutral
Exclusive Morning Market News &_Pharma_India_October_Drugs Controller_India_March,#Enritchansrajpandey,neutral
AstraZeneca Pharma  Company_India_October,K Karthik Raja,neutral
Pharma India_October,The Hans India,neutral
October,Markets Today,neutral
a few #StocksToWatch_today_CAPIOT Software_$ m &_India_# #,Ancient Stock Analysis,neutral
a few #StocksToWatch_CAPIOT Software_$ m &_India,CNBC-TV18,neutral
AstraZeneca Pharma_India_October KPMG_October_UPL_Mauritius  UPL Corporation,Markets Today,neutral
CLL_#_cllsm,Medscape Pharmacists,neutral
AstraZeneca Pharma_India_October,Markets Today,neutral
Pharma India_India_October,NEERAJ BAJPAI,neutral
AstraZeneca Pharma,BloombergQuint,neutral
INDIA,Redbox India,neutral
India_Launch Calquence_India_October   ,CNBC-TV18,neutral
CLL,Trip Database,negative
ASTRAZEN  Launch Of Acalabrutinib Mg Capsules Calquence,BSE Corporate News,neutral
#CoronaUpdates#letsBeatCorona_IndiaFightsCorona_coronavirusindia,myupchar,negative
ETIndustryNews ICMR approaches_Covid_#ETIndustryNews  _YoSoyJabali,ITSM - Industrial,positive
@ICMRDELHI_#_@WHOSEARO Solidarity_Covid,Teena Thacker,neutral
#leusm #,OncLive SOSS,neutral
ICMR_Covid,PINSIDER NEWS,neutral
(),EJ,neutral
SLLMCL,日経メディカル,neutral
ICMR_Covid,Guwahati News,neutral
India_bodyIndian Council of Medical Research_ICMR_the World Heath Organization_Solidarity,Economic Times,neutral
SLLMCL#CLL_SLL_MCL,がんナビ通信,neutral
ICMR_Covid_ICMR_#AstraZeneca #_Covid_MangoNews,Mango News,negative
ICMR_Covid,"MAJ DR B P SINGH,SG Medallist*(SIACHEN GLACIER*)",positive
(),医学学会ニュース,neutral
(),前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,neutral
ICMR_Covid,JINU JAMES,neutral
ICMR_Covid_#_ETIndustryNews,ET Industry News,neutral
ICMR_Covid_ICMR #Dexamethasone_Covid_Solidarity_Remdesivir,ETHealthWorld,positive
CLL_#_cllsm,"Freddy Pizart, R.N.",neutral
ICMR_Covid,Aaj Ka Samachar,neutral
ICMR_Covid,Ketan,neutral
(),印度孟加拉代购yindu948,neutral
pembrolizumab vs pembrolizumab &_UroToday &gt,UroToday.com,neutral
ICMR_WHO Solidarity,V.V. Ganesha,neutral
ICMR_WHO Solidarity_@ChandnaHimani,ThePrint Science,neutral
CLL_#_cllsm,Medscape,neutral
ICMR_WHO Solidarity_Panel_Remdesivir_Solidarity_a few weeks,Himani Chandna,neutral
ICMR_WHO Solidarity_@ChandnaHimani,ThePrintIndia,neutral
(),印度🇮🇳孟加拉🇧🇩土耳其🇹🇷药,neutral
(),印度孟加拉土耳其进口药,neutral
(),印度孟加拉土耳其靶向药,neutral
CLL,MDEdge,neutral
Najít_@muni_cz_SUKL #_#_#,www.zdravezpravy.cz,neutral
Medscape HematologyOncology  Acalabrutinib Bests Other Frontline CLL Therapies,AGD Biomedicals,neutral
CLL_#_cllsm,Medscape Oncology,neutral
CLL,MDedge Hematology & Oncology,neutral
Chronic Lymphocytic Leukemia a Systematic Review_CLL,Paperbirds_Hematology,negative
CLL_Only RESONATE &_UMRD BCL + BTK +,eDNA,neutral
(),ClinicalTrialsData,positive
(),ClinicalTrialsData,positive
Healthy SubjectsNCT Estimated Primary Completion Date,ClinicalTrialsData,neutral
SLL_CLL_SLL,MEDWAVE,neutral
SLL_# # #_CLL,がんナビ通信,neutral
SLL,日経メディカル,neutral
SLL,abe dental,neutral
El Instituto Nacional del Cáncer_el COVID #_@Notimex,Taan Pacheco,neutral
@LLSusa &_Amy Burd_@LLSusa &_John C_MD,HemOnc Today,positive
(),Cancer Review,neutral
(),Cancer Update,neutral
(),Cancer Research News,neutral
SLL,医学学会ニュース,neutral
SLL,前田静吾｜海外情報活用コンサルタント　Insights4 Pharma編集長,neutral
CALQUENCE Drug Profile,DrugPatentWatch,neutral
Chronic Lymphocytic Leukemia a Systematic Review,INDoximity 🇮🇳,negative
Chronic Lymphocytic Leukemia a Systematic Review,clinicaltherapeutics,negative
BTK Briton Tyrosine Kinase,Vasanthi Ilangovan,negative
@IvankaTrump #WeLoveTrump Acalabrutinib_@OncNursingNews,Sherry,neutral
Decepticon,Sid Murlidhar,neutral
pembrolizumab vs pembrolizumab &_UroToday &gt,UroToday.com,neutral
l_Leukemia,Medivizor,neutral
Paolo Ghia_CLL Link To Full Video,Oncology Tube,neutral
#calwuence #_#keepinspiring #_#oncology #_#antineoplastics #_#q #q #,"dtw Research, Inc",neutral
September_Leukemia_Lymphoma_ICYMI Acalabrutinib_CLL,Cancer Discovery,neutral
#,Paperbirds_Hematology,neutral
CLL,Trip Database,negative
Pembrolizumab_#_#,"Tian Zhang, MD, MHS",neutral
#,OncLive SOSS,negative
Protonpump Inhibitor_#,Paperbirds_Hematology,neutral
(),Occupandi Temporis,neutral
Paolo Ghia_CLL,Oncology Tube,neutral
(),AustralianPrescriber,neutral
STELLAR UPDATEWelcome_@UHSFT_#_RichtersSyndrome_@CRCTU,TAP Clinical Trial Network,neutral
Chronic Lymphocytic Leukaemia,filippo masini,neutral
(),filippo masini,negative
Michael Wang_MD,Oncology Tube,neutral
CLL,Trip Database,negative
#_RichtersSyndrome_Anna Nicole,TAP Clinical Trial Network,positive
UPLCMS MS_JPBA,BioMassSpec,positive
CLL,CALQUENCE® (acalabrutinib),negative
Jennifer Woyach MD_#,OncLive.com,neutral
CALQUENCE,"KOLKATA RAVI SPECIALITIES PHARMA PVT.LTD.,",negative
CALQUENCE,delhi-ravi worldwide medicines,negative
(),Targeted Oncology,negative
(),CureHuntr,neutral
(),TrialBulletin,neutral
#_#,Paperbirds_Hematology,neutral
(),OncLive.com,negative
BTK_CLL_about $APTO_GC,Helen Ong,neutral
Paolo_ASCEND_#,OncLive.com,neutral
Paolo Ghia_CLL,OncLive.com,neutral
StandardfCare,Stem Cells in the News,neutral
CLLToo,"chadi nabhan MD, MBA, FACP",positive
StandardfCare,Stem cell Watch,neutral
(),Stem Cells in the News,neutral
CLL,Oncology News Update,neutral
(),Gabriel Chinchilla,neutral
Jennifer Woyach MD_#,OncLive.com,neutral
(),OncLive.com,positive
CONGRESS_carfilzomib_#_lymsm,Lymphoma Hub,neutral
Paolo Ghia,HemOnc Today,positive
CLL_CLL,Seema Ali Bhat,neutral
CLL_WCC_Teamhaem,TeamHaem,neutral
ASCEND_CLL,Lymphoma Hub,neutral
China_IL_Italy_US_IL,Ronald M. Chavin,neutral
Deauville_Pathology_ASCT vs allo_Maintenance rituximab_Acalabrutiniboffla,Dr. Luis Villela,neutral
#_#,Targeted Oncology,negative
SCI_Steve Coutre_#,"Steven Artandi, MD, PhD",neutral
Rituximab_Bendamustine Plus Rituximab_IR or BR &_CLL,Mahmoud Aljurf,neutral
#cllsm #,Targeted Oncology,negative
TX_CLL_PI_MD_Leukemia_NCT,MD Anderson Leukemia,neutral
Idelalisib_Rituximab_Bendamustine Plus Rituximab_CLL,The ASCO Post,neutral
